Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,200+ Wickets Taken,<35.00 Bowling Avg,<4.00 Economy Rate,<40.00 Bowling Strike Rate
JC Kent (2002-2002),2,48,57,0,-,-,7.12,-,0,0,0,0,0,0
G Kirsten (1993-2003),3,30,23,0,-,-,4.6,-,0,0,0,0,0,0
ND McKenzie (2000-2009),5,444,27,0,-,-,3.52,-,0,0,0,0,0,0
AN Petersen (2006-2013),1,6,7,0,-,-,7,-,0,0,0,0,0,0
AG Prince (2002-2007),1,12,3,0,-,-,1.5,-,0,0,0,0,0,0
JN Rhodes (1992-2003),2,132,4,0,-,-,1.71,-,0,0,0,0,0,0
JA Rudolph (2003-2006),1,24,26,0,-,-,6.5,-,0,0,0,0,0,0
CJPG van Zyl (1992-1992),2,108,93,0,-,-,5.16,-,0,0,0,0,0,0
KC Wessels (1991-1994),1,12,11,0,-,-,5.5,-,0,0,0,0,0,0
HM Amla (2008-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
T Bavuma (2016-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
LE Bosman (2006-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
MV Boucher (1998-2011),-,,-,-,-,-,-,-,-,-,0,0,0,0
SJ Cook (1991-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
H Davids (2013-2013),-,,-,-,-,-,-,-,-,-,0,0,0,0
Q de Kock (2013-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
HH Dippenaar (1999-2006),-,,-,-,-,-,-,-,-,-,0,0,0,0
HH Gibbs (1996-2010),-,,-,-,-,-,-,-,-,-,0,0,0,0
RR Hendricks (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
C Jonker (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
H Klaasen (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
LJ Koen (1997-2000),-,,-,-,-,-,-,-,-,-,0,0,0,0
GFJ Liebenberg (1995-1998),-,,-,-,-,-,-,-,-,-,0,0,0,0
DA Miller (2010-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
SJ Palframan (1996-1996),-,,-,-,-,-,-,-,-,-,0,0,0,0
N Pothas (2000-2000),-,,-,-,-,-,-,-,-,-,0,0,0,0
AG Puttick (2005-2005),-,,-,-,-,-,-,-,-,-,0,0,0,0
DJ Richardson (1991-1998),-,,-,-,-,-,-,-,-,-,0,0,0,0
MW Rushmere (1992-1992),-,,-,-,-,-,-,-,-,-,0,0,0,0
ELR Stewart (1993-2002),-,,-,-,-,-,-,-,-,-,0,0,0,0
PJR Steyn (1995-1995),-,,-,-,-,-,-,-,-,-,0,0,0,0
VB van Jaarsveld (2009-2009),-,,-,-,-,-,-,-,-,-,0,0,0,0
MN van Wyk (2003-2015),-,,-,-,-,-,-,-,-,-,0,0,0,0
M Yachad (1991-1991),-,,-,-,-,-,-,-,-,-,0,0,0,0
K Zondo (2018-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
CA Walsh (1985-2000),204,10822,6918,227,05-Jan,30.47,3.83,47.6,6,1,1,1,1,0
CEL Ambrose (1988-2000),175,9353,5429,225,May-17,24.12,3.48,41.5,6,4,1,1,1,0
DJ Bravo (2004-2014),150,6511,5874,199,Jun-43,29.51,5.41,32.7,6,1,0,1,0,1
CL Hooper (1987-2003),203,9573,6958,193,Apr-34,36.05,4.36,49.6,3,0,0,0,0,0
CH Gayle (1999-2018),192,7275,5773,165,May-46,34.98,4.76,44,3,1,0,1,0,0
MD Marshall (1980-1992),134,7175,4233,157,Apr-18,26.96,3.53,45.7,6,0,0,1,1,0
J Garner (1977-1987),98,5330,2752,146,May-31,18.84,3.09,36.5,2,3,0,1,1,1
MA Holding (1976-1987),102,5473,3034,142,May-26,21.36,3.32,38.5,5,1,0,1,1,1
M Dillon (1997-2005),107,5480,4218,130,May-29,32.44,4.61,42.1,3,3,0,1,0,0
JE Taylor (2003-2017),88,4341,3780,128,May-48,29.53,5.22,33.9,3,1,0,1,0,1
IR Bishop (1988-1997),83,4332,3127,118,May-25,26.5,4.33,36.7,7,2,0,1,0,1
IVA Richards (1975-1991),131,5644,4228,118,Jun-41,35.83,4.49,47.8,1,2,0,0,0,0
R Rampaul (2003-2015),88,4033,3434,117,May-49,29.35,5.1,34.4,8,2,0,1,0,1
KAJ Roach (2008-2018),79,3967,3312,114,Jun-27,29.05,5,34.7,3,3,0,1,0,1
JO Holder (2013-2018),84,4058,3702,112,May-27,33.05,5.47,36.2,4,2,0,1,0,1
WKM Benjamin (1986-1995),85,4442,3079,100,May-22,30.79,4.15,44.4,0,1,0,1,0,0
RA Harper (1983-1996),99,5175,3431,100,Apr-40,34.31,3.97,51.7,3,0,0,1,1,0
SP Narine (2011-2016),65,3540,2435,92,Jun-27,26.46,4.12,38.4,4,2,0,1,0,1
BP Patterson (1986-1993),58,3050,2206,90,Jun-29,24.51,4.33,33.8,1,1,0,1,0,1
MN Samuels (2000-2018),134,5091,4127,89,03-Dec,46.37,4.86,57.2,0,0,0,0,0,0
AME Roberts (1975-1983),56,3123,1771,87,May-22,20.35,3.4,35.8,2,1,0,1,1,1
CD Collymore (1999-2007),80,4074,2924,83,May-51,35.22,4.3,49,1,1,0,0,0,0
PV Simmons (1987-1999),103,3880,2876,83,04-Mar,34.65,4.44,46.7,2,0,0,1,0,0
DJG Sammy (2004-2015),119,4956,3851,81,Apr-26,47.54,4.66,61.1,1,0,0,0,0,0
IDR Bradshaw (2004-2007),62,3172,2299,78,Mar-15,29.47,4.34,40.6,0,0,0,1,0,0
AC Cummins (1991-1995),61,3143,2246,78,May-31,28.79,4.28,40.2,2,1,0,1,0,0
RD King (1998-2005),50,2603,1807,76,Apr-25,23.77,4.16,34.2,2,0,0,1,0,1
DBL Powell (2002-2009),55,2850,2239,71,Apr-27,31.53,4.71,40.1,2,0,0,1,0,0
AD Russell (2011-2018),51,2176,2128,65,Apr-35,32.73,5.86,33.4,5,0,0,1,0,1
DR Smith (2004-2015),73,2726,2285,61,May-45,37.45,5.02,44.6,3,1,0,0,0,0
FH Edwards (2003-2009),49,2138,1812,60,Jun-22,30.2,5.08,35.6,0,2,0,1,0,1
VC Drakes (1995-2004),34,1640,1293,51,May-33,25.35,4.73,32.1,3,2,0,1,0,1
KA Pollard (2007-2016),70,2044,1956,50,Mar-27,39.12,5.74,40.8,0,0,0,0,0,0
NAM McLean (1996-2003),45,2120,1729,46,Mar-21,37.58,4.89,46,0,0,0,0,0,0
NO Miller (2008-2018),46,2125,1660,45,Apr-43,36.88,4.68,47.2,2,0,0,0,0,0
AH Gray (1985-1991),24,1270,835,44,Jun-50,18.97,3.94,28.8,2,1,0,1,1,1
JC Adams (1992-2001),56,1856,1499,43,May-37,34.86,4.84,43.1,0,1,0,1,0,0
KLT Arthurton (1988-1999),44,1384,1159,42,Apr-31,27.59,5.02,32.9,3,0,0,1,0,1
CE Cuffy (1994-2002),41,2153,1436,41,Apr-24,35.02,4,52.5,1,0,0,0,0,0
HA Gomes (1978-1987),36,1345,1045,41,Apr-31,25.48,4.66,32.8,2,0,0,1,0,1
AR Nurse (2016-2018),38,1930,1628,41,Apr-62,39.7,5.06,47,1,0,0,0,0,0
SJ Benn (2008-2016),46,2387,1913,39,Apr-18,49.05,4.8,61.2,3,0,0,0,0,0
PT Collins (1999-2005),30,1577,1212,39,May-43,31.07,4.61,40.4,0,1,0,1,0,0
WW Davis (1983-1988),35,1923,1302,39,Jul-51,33.38,4.06,49.3,0,1,0,1,0,0
D Bishoo (2011-2018),37,1878,1498,37,Mar-30,40.48,4.78,50.7,0,0,0,0,0,0
EAE Baptiste (1983-1990),43,2214,1511,36,02-Oct,41.97,4.09,61.5,0,0,0,0,0,0
TL Best (2004-2014),26,1300,1157,34,Apr-35,34.02,5.34,38.2,2,0,0,1,0,1
OD Gibson (1995-1997),15,739,621,34,May-40,18.26,5.04,21.7,2,2,0,0,0,0
KCG Benjamin (1992-1996),26,1319,923,33,Mar-34,27.96,4.19,39.9,0,0,0,1,0,1
CEH Croft (1977-1981),19,1070,620,30,Jun-15,20.66,3.47,35.6,0,1,0,1,1,1
FA Rose (1997-2000),27,1326,1046,29,May-23,36.06,4.73,45.7,0,1,0,0,0,0
WW Hinds (1999-2010),34,945,837,28,Mar-24,29.89,5.31,33.7,0,0,0,0,0,0
CR Brathwaite (2011-2018),27,1284,1163,26,May-27,44.73,5.43,49.3,1,1,0,0,0,0
AS Joseph (2016-2018),15,757,818,24,May-56,34.08,6.48,31.5,1,1,0,0,0,0
WW Daniel (1978-1984),18,912,595,23,Mar-27,25.86,3.91,39.6,0,0,0,0,0,0
ST Gabriel (2016-2017),18,839,782,23,Mar-17,34,5.59,36.4,0,0,0,0,0,0
RN Lewis (1997-2009),25,1150,983,22,Mar-43,44.68,5.12,52.2,0,0,0,0,0,0
NO Perry (1999-2000),21,946,783,20,Mar-45,39.15,4.96,47.3,0,0,0,0,0,0
VA Holder (1973-1978),12,681,454,19,May-50,23.89,4,35.8,0,1,0,0,0,0
BD Julien (1973-1977),12,778,463,18,Apr-20,25.72,3.57,43.2,2,0,0,0,0,0
MV Nagamootoo (2000-2002),24,1189,998,18,Apr-32,55.44,5.03,66,1,0,0,0,0,0
LR Williams (1996-2001),15,659,556,18,Mar-16,30.88,5.06,36.6,0,0,0,0,0,0
JJC Lawson (2001-2005),12,558,498,17,Apr-57,29.29,5.35,32.8,1,0,0,0,0,0
RR Sarwan (2000-2013),25,581,586,16,Mar-31,36.62,6.05,36.3,0,0,0,0,0,0
NC McGarrell (1998-2001),17,859,681,15,Mar-32,45.4,4.75,57.2,0,0,0,0,0,0
DE Bernard (2003-2010),17,624,526,14,Mar-32,37.57,5.05,44.5,0,0,0,0,0,0
S Chanderpaul (1994-2011),28,740,636,14,Mar-18,45.42,5.15,52.8,0,0,0,0,0,0
KD Boyce (1973-1975),8,470,313,13,Apr-50,24.07,3.99,36.1,1,0,0,0,0,0
ST Clarke (1978-1982),10,524,245,13,Mar-22,18.84,2.8,40.3,0,0,0,0,0,0
HR Bryan (1999-1999),15,722,518,12,Apr-24,43.16,4.3,60.1,1,0,0,0,0,0
LS Baker (2008-2009),9,426,355,11,Mar-47,32.27,5,38.7,0,0,0,0,0,0
CL King (1976-1980),15,744,529,11,Apr-23,48.09,4.26,67.6,1,0,0,0,0,0
A Martin (2011-2011),9,444,296,11,Apr-36,26.9,4,40.3,1,0,0,0,0,0
DR Parry (1978-1980),6,330,259,11,Mar-47,23.54,4.7,30,0,0,0,0,0,0
KMA Paul (2018-2018),11,508,498,11,Feb-29,45.27,5.88,46.1,0,0,0,0,0,0
RL Powell (1999-2005),25,473,491,11,02-May,44.63,6.22,43,0,0,0,0,0,0
R Dhanraj (1994-1995),5,264,170,10,Apr-26,17,3.86,26.4,1,0,0,0,0,0
D Mohammed (2006-2008),6,353,235,10,Mar-37,23.5,3.99,35.3,0,0,0,0,0,0
ML Cummins (2014-2017),9,450,474,9,Mar-82,52.66,6.32,50,0,0,0,0,0,0
KOK Williams (2017-2018),7,330,293,9,Apr-43,32.55,5.32,36.6,1,0,0,0,0,0
SL Campbell (1994-2001),8,196,170,8,Apr-30,21.25,5.2,24.5,1,0,0,0,0,0
SS Cottrell (2015-2018),6,256,269,8,Mar-62,33.62,6.3,32,0,0,0,0,0,0
CH Lloyd (1973-1985),10,358,210,8,02-Apr,26.25,3.51,44.7,0,0,0,0,0,0
V Permaul (2012-2017),7,331,271,8,Mar-40,33.87,4.91,41.3,0,0,0,0,0,0
CEL Stuart (2001-2001),5,258,205,8,May-44,25.62,4.76,32.2,0,1,0,0,0,0
OAC Banks (2003-2005),5,270,189,7,Feb-24,27,4.2,38.5,0,0,0,0,0,0
EA Moseley (1990-1991),8,330,278,7,Feb-52,39.71,5.05,47.1,0,0,0,0,0,0
N Deonarine (2005-2015),20,501,475,6,Feb-18,79.16,5.68,83.5,0,0,0,0,0,0
RO Hinds (2001-2004),12,407,350,6,Feb-19,58.33,5.15,67.8,0,0,0,0,0,0
O Thomas (2018-2018),4,168,204,6,Mar-54,34,7.28,28,0,0,0,0,0,0
D Brown (2001-2002),3,150,124,5,Mar-21,24.8,4.96,30,0,0,0,0,0,0
RC Haynes (1989-1991),7,270,224,5,Feb-36,44.8,4.97,54,0,0,0,0,0,0
RO Hurley (2003-2004),7,378,313,5,Jan-25,62.6,4.96,75.6,0,0,0,0,0,0
BP Nash (2008-2009),6,294,224,5,Mar-56,44.8,4.57,58.8,0,0,0,0,0,0
GC Tonge (2009-2009),5,300,224,5,Apr-25,44.8,4.48,60,1,0,0,0,0,0
KCB Jeremy (2000-2001),5,192,163,4,Feb-42,40.75,5.09,48,0,0,0,0,0,0
BC Lara (1990-2007),5,49,61,4,02-May,15.25,7.46,12.2,0,0,0,0,0,0
OC McCoy (2018-2018),2,84,109,4,Feb-38,27.25,7.78,21,0,0,0,0,0,0
HAG Anthony (1995-1995),3,156,143,3,Feb-47,47.66,5.5,52,0,0,0,0,0,0
DK Butler (2005-2006),5,246,188,3,Jan-25,62.66,4.58,82,0,0,0,0,0,0
JL Carter (2015-2017),11,124,141,3,Feb-14,47,6.82,41.3,0,0,0,0,0,0
RL Chase (2017-2018),7,161,149,3,Feb-47,49.66,5.55,53.6,0,0,0,0,0,0
AI Kallicharran (1973-1981),4,105,64,3,02-Oct,21.33,3.65,35,0,0,0,0,0,0
R Powell (2016-2018),13,245,243,3,01-Jul,81,5.95,81.6,0,0,0,0,0,0
D Ramnarine (1997-2001),4,200,164,3,Feb-52,54.66,4.92,66.6,0,0,0,0,0,0
KF Semple (1999-1999),4,132,121,3,Feb-35,40.33,5.5,44,0,0,0,0,0,0
BS Browne (1994-1994),4,180,156,2,Feb-50,78,5.2,90,0,0,0,0,0,0
MLC Foster (1973-1973),1,30,22,2,Feb-22,11,4.4,15,0,0,0,0,0,0
RC Fredericks (1973-1977),1,10,10,2,02-Oct,5,6,5,0,0,0,0,0,0
LR Gibbs (1973-1975),3,156,59,2,01-Dec,29.5,2.26,78,0,0,0,0,0,0
DC Thomas (2009-2013),1,7,11,2,02-Nov,5.5,9.42,3.5,0,0,0,0,0,0
PIC Thompson (1997-1997),2,114,110,2,Jan-46,55,5.78,57,0,0,0,0,0,0
CM Tuckett (1998-1998),1,48,41,2,Feb-41,20.5,5.12,24,0,0,0,0,0,0
RR Beaton (2017-2017),2,102,102,1,Jan-60,102,6,102,0,0,0,0,0,0
KC Brathwaite (2016-2017),5,152,140,1,Jan-56,140,5.52,152,0,0,0,0,0,0
S Chattergoon (2006-2009),4,80,48,1,01-Jan,48,3.6,80,0,0,0,0,0,0
CG Greenidge (1975-1991),2,60,45,1,Jan-21,45,4.5,60,0,0,0,0,0,0
N Phillip (1978-1978),1,42,22,1,Jan-22,22,3.14,42,0,0,0,0,0,0
RB Richardson (1983-1996),6,58,46,1,01-Apr,46,4.75,58,0,0,0,0,0,0
LMP Simmons (2006-2015),12,156,172,1,01-Mar,172,6.61,156,0,0,0,0,0,0
MA Small (1984-1984),2,84,54,1,Jan-40,54,3.85,84,0,0,0,0,0,0
GS Sobers (1973-1973),1,63,31,1,Jan-31,31,2.95,63,0,0,0,0,0,0
SC Williams (1994-1999),1,24,30,1,Jan-30,30,7.5,24,0,0,0,0,0,0
FA Allen (2018-2018),4,138,131,0,-,-,5.69,-,0,0,0,0,0,0
RA Austin (1978-1978),1,6,13,0,-,-,13,-,0,0,0,0,0,0
CA Best (1986-1992),2,19,12,0,-,-,3.78,-,0,0,0,0,0,0
MI Black (2001-2001),5,228,196,0,-,-,5.15,-,0,0,0,0,0,0
J Blackwood (2015-2015),1,18,16,0,-,-,5.33,-,0,0,0,0,0,0
J Charles (2012-2016),1,5,12,0,-,-,14.4,-,0,0,0,0,0,0
RR Emrit (2007-2007),2,84,99,0,-,-,7.07,-,0,0,0,0,0,0
ADS Fletcher (2008-2016),3,28,26,0,-,-,5.57,-,0,0,0,0,0,0
D Ganga (1999-2006),1,1,4,0,-,-,24,-,0,0,0,0,0,0
DL Haynes (1978-1994),1,30,24,0,-,-,4.8,-,0,0,0,0,0,0
C Hemraj (2018-2018),1,7,9,0,-,-,7.71,-,0,0,0,0,0,0
CB Lambert (1990-1998),1,12,8,0,-,-,4,-,0,0,0,0,0,0
AL Logie (1981-1993),4,24,18,0,-,-,4.5,-,0,0,0,0,0,0
XM Marshall (2005-2009),2,9,6,0,-,-,4,-,0,0,0,0,0,0
JN Mohammed (2011-2018),8,146,131,0,-,-,5.38,-,0,0,0,0,0,0
RS Morton (2002-2010),1,6,2,0,-,-,2,-,0,0,0,0,0,0
NT Pascal (2009-2009),1,24,29,0,-,-,7.25,-,0,0,0,0,0,0
S Shivnarine (1978-1978),1,18,16,0,-,-,5.33,-,0,0,0,0,0,0
DS Smith (2003-2013),2,17,17,0,-,-,6,-,0,0,0,0,0,0
SW Ambris (2017-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SFAF Bacchus (1978-1983),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AB Barath (2010-2012),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CS Baugh (2003-2012),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DM Bravo (2009-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CO Browne (1995-2005),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PA Browne (2008-2008),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RT Crandon (2009-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TM Dowlin (2009-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PJL Dujon (1981-1991),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KA Edwards (2011-2014),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SE Findlay (2008-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RS Gabriel (1984-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
LV Garrick (2001-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AE Greenidge (1978-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AFG Griffith (1996-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RGA Headley (1973-1973),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SO Hetmyer (2017-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RIC Holder (1993-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KA Hope (2017-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SD Hope (2016-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DP Hyatt (2011-2011),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RD Jacobs (1996-2004),-,-,-,-,-,-,-,-,-,-,0,0,0,0
LR Johnson (2008-2015),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SC Joseph (2000-2005),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RB Kanhai (1973-1975),-,-,-,-,-,-,-,-,-,-,0,0,0,0
E Lewis (2016-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
EH Mattis (1981-1981),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DA Murray (1973-1981),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DL Murray (1973-1980),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JR Murray (1992-1999),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BA Parchment (2007-2008),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TRO Payne (1984-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KOA Powell (2009-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MR Pydanna (1980-1983),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RR Ramdass (2005-2005),-,-,-,-,-,-,-,-,-,-,0,0,0,0
D Ramdin (2005-2016),-,-,-,-,-,-,-,-,-,-,0,0,0,0
FL Reifer (1997-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
ACL Richards (2007-2007),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DM Richards (2009-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
LG Rowe (1975-1980),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RG Samuels (1996-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
IT Shillingford (1978-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PA Wallace (1991-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CAK Walton (2009-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
D Williams (1988-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DL Vettori (1997-2015),273,13820,9495,297,05-Jul,31.96,4.12,46.5,7,2,1,1,0,0
KD Mills (2001-2015),169,8230,6485,240,May-25,27.02,4.72,34.2,8,1,1,1,0,1
CZ Harris (1990-2004),232,10667,7613,203,May-42,37.5,4.28,52.5,2,1,1,0,0,0
CL Cairns (1991-2006),185,8132,6557,200,May-42,32.78,4.83,40.6,3,1,0,1,0,0
TG Southee (2008-2019),135,6870,6202,179,Jul-33,34.64,5.41,38.3,4,2,0,1,0,1
JDP Oram (2001-2012),154,6911,5047,173,May-26,29.17,4.38,39.9,3,2,0,1,0,1
Sir RJ Hadlee (1973-1990),112,6182,3407,158,May-25,21.56,3.3,39.1,1,5,0,1,1,1
SE Bond (2002-2010),80,4295,3070,147,Jun-19,20.88,4.28,29.2,7,4,0,1,0,1
EJ Chatfield (1979-1989),112,6065,3618,140,May-34,25.84,3.57,43.3,3,1,0,1,1,0
SB Styris (1999-2011),161,6114,4839,137,Jun-25,35.32,4.74,44.6,4,1,0,0,0,0
TA Boult (2012-2019),71,3842,3326,129,Jul-34,25.78,5.19,29.7,5,4,0,1,0,1
DK Morrison (1987-1996),95,4586,3470,126,May-34,27.53,4.53,36.3,1,2,0,1,0,1
MC Snedden (1980-1990),90,4525,3237,114,Apr-34,28.39,4.29,39.6,1,0,0,1,0,1
GR Larsen (1990-1999),119,6368,4000,113,Apr-24,35.39,3.76,56.3,1,0,0,0,1,0
DR Tuffey (2000-2010),92,4333,3534,110,Apr-24,32.12,4.89,39.3,2,0,0,1,0,1
C Pringle (1990-1995),64,3314,2459,103,May-45,23.87,4.45,32.1,2,1,0,1,0,1
NJ Astle (1995-2007),159,4850,3809,99,Apr-43,38.47,4.71,48.9,1,0,0,0,0,0
BL Cairns (1974-1985),75,4015,2717,89,May-28,30.52,4.06,45.1,2,1,0,1,0,0
MJ McClenaghan (2013-2016),45,2336,2313,82,May-58,28.2,5.94,28.4,6,1,0,1,0,1
JEC Franklin (2001-2013),97,3848,3354,81,May-42,41.4,5.22,47.5,0,1,0,0,0,0
W Watson (1986-1994),61,3251,2247,74,Apr-27,30.36,4.14,43.9,1,0,0,1,0,0
MJ Henry (2014-2019),37,1999,1902,71,May-30,26.78,5.7,28.1,5,2,0,1,0,1
DJ Nash (1992-2002),78,3416,2622,64,Apr-38,40.96,4.6,53.3,1,0,0,0,0,0
NL McCullum (2009-2015),81,3536,2956,63,Mar-24,46.92,5.01,56.1,0,0,0,0,0,0
CJ Anderson (2013-2017),43,1485,1502,60,May-63,25.03,6.06,24.7,2,1,0,1,0,1
MJ Santner (2015-2018),50,2449,2001,59,May-50,33.91,4.9,41.5,0,1,0,1,0,0
JV Coney (1979-1987),70,2931,2039,54,Apr-46,37.75,4.17,54.2,1,0,0,0,0,0
AR Adams (2001-2007),40,1885,1643,53,May-22,31,5.22,35.5,2,1,0,1,0,1
GI Allott (1997-2000),31,1528,1207,52,Apr-35,23.21,4.73,29.3,4,0,0,1,0,1
CD McMillan (1997-2007),74,1879,1717,49,Mar-20,35.04,5.48,38.3,0,0,0,0,0,1
JS Patel (2005-2017),42,2014,1691,49,03-Nov,34.51,5.03,41.1,0,0,0,1,0,0
SB O'Connor (1997-2000),38,1487,1396,46,May-39,30.34,5.63,32.3,1,2,0,1,0,1
DN Patel (1987-1997),69,3251,2261,45,Mar-22,50.24,4.17,72.2,0,0,0,0,0,0
SA Thomson (1990-1996),51,2121,1602,42,Mar-14,38.14,4.53,50.5,0,0,0,0,0,0
AF Milne (2012-2017),39,1801,1581,41,Mar-49,38.56,5.26,43.9,0,0,0,0,0,0
JDS Neesham (2013-2019),41,1310,1413,40,Apr-42,35.32,6.47,32.7,2,0,0,0,0,1
GD Elliott (2008-2016),56,1302,1179,39,Apr-31,30.23,5.43,33.3,1,0,0,1,0,1
IS Sodhi (2015-2019),27,1410,1299,39,Apr-58,33.3,5.52,36.1,1,0,0,1,0,1
LH Ferguson (2016-2019),21,1052,994,38,May-45,26.15,5.66,27.6,1,1,0,1,0,1
MR Gillespie (2006-2009),31,1521,1369,37,Apr-58,37,5.4,41.1,1,0,0,0,0,0
SB Doull (1992-2000),42,1745,1459,36,Apr-25,40.52,5.01,48.4,1,0,0,0,0,0
KS Williamson (2010-2019),63,1377,1246,35,Apr-22,35.6,5.42,39.3,1,0,0,0,0,1
JG Bracewell (1983-1990),50,2447,1884,33,02-Mar,57.09,4.61,74.1,0,0,0,0,0,0
GB Troup (1976-1985),22,1180,791,32,Apr-19,24.71,4.02,36.8,3,0,0,1,0,1
MJ Mason (2003-2010),25,1179,1024,31,Apr-24,33.03,5.21,38,1,0,0,1,0,1
MD Crowe (1982-1995),46,1296,954,29,02-Sep,32.89,4.41,44.6,0,0,0,1,0,0
IG Butler (2002-2010),25,1109,1038,28,Apr-44,37.07,5.61,39.6,1,0,0,0,0,1
HK Bennett (2010-2017),15,718,621,27,Apr-16,23,5.18,26.5,2,0,0,0,0,0
AJ McKay (2010-2012),19,926,800,27,Apr-53,29.62,5.18,34.2,2,0,0,0,0,0
SR Gillespie (1986-1988),19,963,736,23,Apr-30,32,4.58,41.8,1,0,0,0,0,0
DAJ Bracewell (2011-2017),16,794,667,22,Apr-55,30.31,5.04,36,1,0,0,0,0,0
DR Hadlee (1973-1976),11,628,364,20,Apr-34,18.2,3.47,31.4,1,0,0,0,0,0
BJ McKechnie (1975-1981),14,818,495,19,Mar-23,26.05,3.63,43,0,0,0,0,0,0
RO Collinge (1973-1978),15,859,479,18,May-23,26.61,3.34,47.7,0,1,0,0,0,0
CS Martin (2001-2008),19,948,804,18,Mar-62,44.66,5.08,52.6,0,0,0,0,0,0
SL Boock (1978-1987),13,700,513,15,Mar-28,34.2,4.39,46.6,0,0,0,0,0,0
JTC Vaughan (1992-1996),17,696,524,15,Apr-33,34.93,4.51,46.4,1,0,0,0,0,0
IE O'Brien (2008-2009),10,453,488,14,Mar-68,34.85,6.46,32.3,0,0,0,0,0,0
C de Grandhomme (2012-2018),22,756,651,13,Feb-40,50.07,5.16,58.1,0,0,0,0,0,0
MN Hart (1994-2002),12,572,373,13,May-22,28.69,3.91,44,0,1,0,0,0,0
AM Ellis (2012-2013),13,480,425,12,Feb-22,35.41,5.31,40,0,0,0,0,0,0
PA Hitchcock (2002-2008),12,558,468,12,Mar-30,39,5.03,46.5,0,0,0,0,0,0
CM Kuggeleijn (1988-1989),16,817,604,12,Feb-31,50.33,4.43,68,0,0,0,0,0,0
RG Petrie (1990-1991),12,660,449,12,Feb-25,37.41,4.08,55,0,0,0,0,0,0
JD Ryder (2008-2014),19,407,412,12,Mar-29,34.33,6.07,33.9,0,0,0,0,0,0
PJ Wiseman (1998-2003),13,450,368,12,Apr-45,30.66,4.9,37.5,1,0,0,0,0,0
HT Davis (1994-1997),11,432,436,11,Apr-35,39.63,6.05,39.2,1,0,0,0,0,0
HJ Howarth (1973-1975),8,492,280,11,Mar-29,25.45,3.41,44.7,0,0,0,0,0,0
